2144;58;58;58;12.11.2024;45342;4501436938;07.01.2025;PS;anthrazit;grau;hwf9006;0;0;0;0;0;hwf7016;0;grau;0;0;0;0;0;0;LKW;Ja;0;0;0;0;0;0;hwf9006
1;13;0;1;1;1;5;1;0;0;1936;1276;1;0;Ja;0;0;2;23;0;13;9;0;0;0;0;0;0;0;0;0;Ja;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Nein;0;0;1
2;13;0;1;1;1;5;1;0;0;916;916;0;1;Ja;0;0;2;23;0;13;9;0;0;0;0;0;0;0;0;1;Ja;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Nein;0;0;1
3;13;0;1;1;1;5;1;0;0;1146;2196;0;1;Ja;0;0;2;24;0;13;9;0;0;0;0;0;0;0;0;2;Ja;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Nein;0;0;1
4;13;0;1;1;1;5;1;0;0;1936;1276;0;1;Ja;0;0;2;23;0;13;9;0;0;0;0;0;0;0;0;3;Ja;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Nein;0;0;1
5;13;0;1;1;2;5;1;0;0;2396;2186;1;1;Ja;0;0;2;23;0;13;9;0;0;0;0;0;0;0;0;4;Ja;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;Nein;0;0;1
6;13;0;1;1;1;5;1;0;0;1936;1276;0;1;Ja;0;0;2;23;0;13;9;0;0;0;0;0;0;0;0;5;Ja;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Nein;0;0;1
7;13;0;1;1;1;5;1;0;0;1616;1276;1;0;Ja;0;0;2;23;0;13;9;0;0;0;0;0;0;0;0;6;Ja;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Nein;0;0;1
8;13;0;1;1;1;5;1;0;0;756;2196;0;1;Ja;0;0;2;23;0;13;9;0;0;0;0;0;0;0;0;7;Ja;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Nein;0;0;1
9;13;0;1;1;1;5;1;0;0;1936;1276;1;0;Ja;0;0;2;23;0;13;9;0;0;0;0;0;0;0;0;8;Ja;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Nein;0;0;1
10;13;0;1;1;1;5;1;0;0;916;1276;0;1;Ja;0;0;2;23;0;13;9;0;0;0;0;0;0;0;0;9;Ja;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Nein;0;0;1
11;13;0;1;1;1;5;1;0;0;1146;1276;0;1;Ja;0;0;2;23;0;13;9;0;0;0;0;0;0;0;0;10;Ja;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Nein;0;0;1
12;13;0;1;1;1;5;1;0;0;1146;2112;0;1;Ja;0;0;2;24;0;13;9;0;0;0;0;0;0;0;0;11;Ja;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;Nein;0;0;1
13;13;0;1;1;1;5;1;0;0;1936;1276;0;1;Ja;0;0;2;23;0;13;9;0;0;0;0;0;0;0;0;12;Ja;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Nein;0;0;1
14;13;0;1;1;1;5;1;0;0;1936;1276;1;0;Ja;0;0;2;23;0;13;9;0;0;0;0;0;0;0;0;13;Ja;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Nein;0;0;1
15;13;0;1;1;1;5;1;0;0;1146;1276;0;1;Ja;0;0;2;23;0;13;9;0;0;0;0;0;0;0;0;14;Ja;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Nein;0;0;1
16;13;0;1;1;1;5;1;0;0;1146;1276;0;1;Ja;0;0;2;23;0;13;9;0;0;0;0;0;0;0;0;15;Ja;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Nein;0;0;1
17;13;0;1;1;1;5;1;0;0;1146;1276;0;1;Ja;0;0;2;23;0;13;9;0;0;0;0;0;0;0;0;16;Ja;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Nein;0;0;1
18;13;0;1;1;1;5;1;0;0;1146;1276;1;0;Ja;0;0;2;23;0;13;9;0;0;0;0;0;0;0;0;17;Ja;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Nein;0;0;1
19;13;0;1;1;1;5;1;0;0;1146;1426;1;0;Ja;0;0;2;24;0;13;9;0;0;0;0;0;0;0;0;18;Ja;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Nein;0;0;1
20;13;0;1;1;1;5;1;0;0;1146;1426;1;0;Ja;0;0;2;23;0;13;9;0;0;0;0;0;0;0;0;19;Ja;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Nein;0;0;1
